avgTempNapa,avgTempColumbia,avgTempWalla,avgTempSonoma,avgTempSanta,avgTempYakima,avgTempDundee,Year,Months
44.57142857142857,32.625,40.107142857142854,54.607142857142854,50.48214285714286,34.625,44.25,1992,January
52.67857142857143,39.875,49.142857142857146,64.25,55.51785714285714,40.089285714285715,47.535714285714285,1992,February
54.32258064516129,49.596774193548384,60.67741935483871,65.74193548387096,56.2258064516129,48.096774193548384,50.516129032258064,1992,March
58.36666666666667,53.66666666666667,63.93333333333333,74.43333333333334,61.099999999999994,50.71666666666667,53.8,1992,April
62.81666666666666,63.833333333333336,78.53333333333333,82.9,61.650000000000006,60.3,60.63333333333333,1992,May
63.516666666666666,73.63333333333333,85.2,81.4,62.86666666666666,69.95,65.75,1992,June
66.76666666666667,73.05000000000001,83.43333333333334,87.9,66.71666666666667,69.13333333333333,68.78333333333333,1992,July
67.24193548387096,73.14516129032258,88.09677419354838,90.16129032258064,65.25806451612902,70.04838709677419,68.1774193548387,1992,August
65.45,63.33333333333333,74.9,86.93333333333334,63.8,59.05,62.0,1992,September
62.46551724137932,51.258620689655174,63.758620689655174,76.93103448275862,62.98275862068965,50.706896551724135,54.86206896551724,1992,October
53.25,37.28333333333333,43.03333333333333,67.86666666666666,55.96666666666667,38.166666666666664,46.11666666666667,1992,November
44.58333333333333,22.016666666666666,32.733333333333334,53.9,49.349999999999994,24.51666666666667,39.25,1992,December
44.903225806451616,20.951612903225808,28.29032258064516,55.193548387096776,49.016129032258064,23.596774193548384,36.32258064516129,1993,January
47.69642857142857,28.44642857142857,34.42857142857143,58.642857142857146,51.0,28.732142857142858,39.375,1993,February
55.483870967741936,38.854838709677416,48.645161290322584,67.51612903225806,57.096774193548384,40.74193548387097,49.11290322580645,1993,March
55.416666666666664,48.61666666666667,58.0,68.73333333333333,57.45,47.81666666666666,52.266666666666666,1993,April
59.91379310344827,64.6896551724138,77.75862068965517,73.51724137931035,60.72413793103448,62.05172413793103,60.94827586206897,1993,May
66.18333333333334,65.28333333333333,75.63333333333334,86.03333333333333,63.983333333333334,62.016666666666666,61.233333333333334,1993,June
66.23333333333333,67.71666666666667,77.5,86.86666666666666,62.3,62.86666666666667,62.983333333333334,1993,July
67.39999999999999,70.51666666666667,83.2,86.96666666666667,64.58333333333334,66.45,66.86666666666667,1993,August
64.66666666666666,62.6,78.96666666666667,85.43333333333334,62.63333333333334,60.83333333333333,63.3,1993,September
61.403225806451616,53.25806451612903,67.06451612903226,77.19354838709677,62.0,51.67741935483871,56.5,1993,October
51.0,30.96551724137931,42.310344827586206,65.48275862068965,54.655172413793096,31.051724137931032,40.43103448275862,1993,November
44.45,30.933333333333334,37.46666666666667,56.13333333333333,50.849999999999994,33.18333333333334,41.400000000000006,1993,December
46.733333333333334,33.03333333333333,44.86666666666667,59.333333333333336,52.36666666666667,36.28333333333333,44.06666666666666,1994,January
47.0,32.851851851851855,40.888888888888886,60.370370370370374,50.25925925925926,33.925925925925924,43.31481481481481,1994,February
54.08064516129032,44.774193548387096,58.16129032258065,70.70967741935483,56.25806451612903,44.17741935483871,50.177419354838705,1994,March
56.016666666666666,51.75,65.6,71.4,56.71666666666667,52.516666666666666,53.2,1994,April
59.88709677419355,59.83870967741935,73.12903225806451,75.45161290322581,58.677419354838705,59.69354838709677,59.19354838709677,1994,May
63.96666666666667,64.86666666666667,79.96666666666667,87.03333333333333,62.0,62.31666666666667,61.65,1994,June
63.82258064516129,76.88709677419355,91.87096774193549,84.54838709677419,60.822580645161295,73.82258064516128,69.06451612903226,1994,July
66.83870967741936,72.74193548387098,88.3225806451613,90.03225806451613,63.08064516129032,69.35483870967742,67.03225806451613,1994,August
64.71666666666667,66.03333333333333,81.83333333333333,85.5,63.416666666666664,64.36666666666666,65.15,1994,September
59.33870967741936,49.90322580645161,60.806451612903224,78.54838709677419,59.82258064516129,49.54838709677419,52.62903225806452,1994,October
46.79310344827586,33.44827586206897,42.51724137931034,59.827586206896555,49.62068965517241,35.741379310344826,41.55172413793103,1994,November
43.71666666666667,26.516666666666666,38.7,54.13333333333333,49.18333333333334,32.56666666666666,42.21666666666667,1994,December
50.25,28.916666666666668,40.46666666666667,57.46666666666667,52.96666666666667,32.516666666666666,44.65,1995,January
53.30357142857143,37.339285714285715,49.57142857142857,63.392857142857146,56.125,40.0,46.482142857142854,1995,February
51.766666666666666,43.56666666666666,53.9,63.233333333333334,54.0,43.18333333333333,47.45,1995,March
55.31666666666666,51.71666666666667,61.2,68.66666666666667,55.866666666666674,47.983333333333334,49.93333333333334,1995,April
58.145161290322584,63.25806451612903,73.48387096774194,72.09677419354838,57.387096774193544,59.0,58.983870967741936,1995,May
63.62068965517241,67.53448275862068,76.72413793103448,80.27586206896552,61.94827586206897,62.689655172413794,62.672413793103445,1995,June
67.6,75.62,87.68,88.16,65.58,70.02000000000001,69.02000000000001,1995,July
66.7741935483871,68.56451612903226,82.48387096774194,89.35483870967742,64.29032258064517,64.56451612903226,65.06451612903226,1995,August
65.9,67.51666666666667,80.76666666666667,84.43333333333334,64.18333333333334,63.63333333333334,64.63333333333333,1995,September
61.564516129032256,49.88709677419355,58.225806451612904,80.2258064516129,61.67741935483871,47.83870967741935,52.33870967741936,1995,October
56.91379310344827,39.94827586206897,49.93103448275862,72.27586206896552,58.275862068965516,41.39655172413793,50.91379310344828,1995,November
49.900000000000006,31.71666666666667,36.13333333333333,60.233333333333334,53.5,31.233333333333334,42.55,1995,December
48.19354838709677,24.5,33.12903225806452,57.806451612903224,52.725806451612904,26.629032258064516,41.91935483870968,1996,January
52.5,29.637931034482758,39.172413793103445,62.86206896551724,55.03448275862069,31.43103448275862,42.172413793103445,1996,February
